ID,Beacon_Score,Mortgage_Balance,Avg_Monthly_Transactions,Has_Payroll,Has_Investment,Has_Visa,VISA_balance,Has_Deposit,Not_Mortgage_Balance,Services,Tenure_In_Months,TermInMonths,TermToMaturity,InterestRate,Closing_status,Cluster,PCA1,PCA2,Cluster_Label
10430,681,274318.0,25,1,1,0,0.0,1,32601.0,4,175.0,24,10.0,0.0385,0,3,0.47669934679063813,3.1222673326187467,"Moderate Activity, Moderate Mortgage"
10529,716,1247572.0,44,1,0,1,1778.468099,1,15423.0,7,272.0,60,16.0,0.0385,0,4,2.454916213058938,-1.2137615954540615,"High Activity, Very High Mortgage"
10180,762,118471.0,2,0,0,0,0.0,1,341.0,1,38.0,48,10.0,0.0385,0,0,-1.8159191863913777,1.7229770026727391,"Low Activity, High Credit Score"
10107,355,301278.0,1,0,0,0,0.0,1,51819.0,3,60.0,24,12.0,0.0304,0,6,-2.4142672250616535,1.4363527276749348,"Low Activity, Low Credit Score"
10038,805,210600.05,3,0,0,1,0.0,1,20000.0,2,60.0,60,25.0,0.0269,1,0,-1.7921915336887362,-1.3377260168538643,"Low Activity, High Credit Score"
10202,556,310811.0,1,0,0,0,0.0,1,300.0,2,35.0,60,25.0,0.0269,0,6,-2.711085360550075,-0.42578300286603304,"Low Activity, Low Credit Score"
10135,716,1247578.0,44,1,0,1,1778.468099,1,15425.0,7,272.0,60,16.0,0.0385,0,4,2.454920315837168,-1.2137700226431616,"High Activity, Very High Mortgage"
10536,743,202823.0,88,1,0,1,0.0,1,117878.0,7,297.0,60,7.0,0.0279,0,5,2.374659019250224,-0.21438512008005467,"High Activity, Low Mortgage"
10521,681,274326.0,25,1,1,0,0.0,1,32603.0,4,175.0,24,10.0,0.0385,0,3,0.4767036943452375,3.122257417202907,"Moderate Activity, Moderate Mortgage"
10316,806,210663.0,3,0,0,1,0.0,1,20019.0,2,60.0,60,25.0,0.0269,0,0,-1.7904604779029332,-1.337824990717812,"Low Activity, High Credit Score"
10334,816,360292.0,49,1,0,0,0.0,1,7633.0,4,407.0,60,5.0,0.0385,0,5,1.5538723175942275,2.1265208284947996,"High Activity, Low Mortgage"
10304,806,210670.0,3,0,0,1,0.0,1,20021.0,2,60.0,60,25.0,0.0269,0,0,-1.7904562527365184,-1.3378341620202825,"Low Activity, High Credit Score"
10642,743,202832.0,88,1,0,1,0.0,1,117881.0,7,297.0,60,7.0,0.0279,0,5,2.3746651734175686,-0.21439776086370435,"High Activity, Low Mortgage"
10568,762,118486.0,2,0,0,0,0.0,1,346.0,1,38.0,48,10.0,0.0385,0,0,-1.8159089294458046,1.7229559346999885,"Low Activity, High Credit Score"
10672,770,1202063.0,135,1,1,1,0.0,1,10153.0,5,100.0,60,5.0,0.0345,0,2,2.587111179482592,0.138176792994165,"High Activity, High Mortgage"
10344,765,648508.0,6,1,0,1,0.0,1,409091.0,5,122.0,60,15.0,0.0279,0,1,0.9724653762339345,-1.6820608852674375,"Moderate Activity, High Mortgage"
10451,743,202841.0,88,1,0,1,0.0,1,117883.0,7,297.0,60,7.0,0.0279,0,5,2.374669643360352,-0.21440842039291572,"High Activity, Low Mortgage"
10321,681,274343.0,25,1,1,0,0.0,1,32608.0,4,175.0,24,10.0,0.0385,0,3,0.47671419606718085,3.1222348610034145,"Moderate Activity, Moderate Mortgage"
10266,825,1000970.0,2,0,0,0,0.0,1,40.0,2,100.0,60,12.0,0.0279,0,0,-1.4853253560207333,-0.0853723061699835,"Low Activity, High Credit Score"
10459,795,290839.0,2,0,0,0,0.0,1,169.0,2,79.0,24,4.0,0.0279,0,3,-1.6804340545221605,1.8575339439360732,"Moderate Activity, Moderate Mortgage"
10474,826,900904.0,111,1,0,1,2148.674206,1,212319.0,8,60.0,48,10.5,0.0309,0,4,3.3156591689264565,-1.9045453288185161,"High Activity, Very High Mortgage"
10656,795,290841.0,2,0,0,0,0.0,1,170.0,2,79.0,24,4.0,0.0279,0,3,-1.6804321255212307,1.8575304744548933,"Moderate Activity, Moderate Mortgage"
10377,826,900906.0,111,1,0,1,2148.674206,1,212320.0,8,60.0,48,10.5,0.0309,0,4,3.3156610979273875,-1.9045487982996965,"High Activity, Very High Mortgage"
10749,702,811061.0,2,0,0,0,0.0,1,61.0,1,60.0,12,4.0,0.0279,0,3,-2.1354810828170936,1.83684882005885,"Moderate Activity, Moderate Mortgage"
10516,816,360312.0,49,1,0,0,0.0,1,7639.0,4,407.0,60,5.0,0.0385,0,5,1.553884870705286,2.126494058700759,"High Activity, Low Mortgage"
10470,802,243933.0,2,0,0,0,0.0,1,285.0,2,49.0,60,24.0,0.0385,0,0,-1.912837101622883,0.5302809869783077,"Low Activity, High Credit Score"
10210,761,576010.0,5,0,0,1,0.0,1,55581.0,2,55.0,60,25.0,0.0259,0,0,-1.7814667257464634,-1.7620717247272633,"Low Activity, High Credit Score"
10668,826,900911.0,111,1,0,1,2148.674206,1,212321.0,8,60.0,48,10.5,0.0309,0,4,3.315663394092871,-1.9045545001209871,"High Activity, Very High Mortgage"
10237,816,360314.0,49,1,0,0,0.0,1,7640.0,4,407.0,60,5.0,0.0385,0,5,1.553886799706216,2.1264905892195793,"High Activity, Low Mortgage"
10177,802,243937.0,2,0,0,0,0.0,1,286.0,2,49.0,60,24.0,0.0385,0,0,-1.9128349278455836,0.5302760292703875,"Low Activity, High Credit Score"
10509,761,576018.0,5,0,0,1,0.0,1,55583.0,2,55.0,60,25.0,0.0259,0,0,-1.781462378191863,-1.762081640143105,"Low Activity, High Credit Score"
10146,810,51608.0,46,1,1,0,0.0,1,207670.0,6,416.0,60,17.0,0.0279,0,5,1.9741222137933612,1.0930233082874967,"High Activity, Low Mortgage"
10056,444,1509560.39,4,0,0,0,0.0,1,96839.51,2,35.0,60,25.0,0.0259,1,6,-2.587948898160566,-1.581729729282894,"Low Activity, Low Credit Score"
10690,461,930609.0,1,0,0,0,0.0,1,12940.0,2,35.0,48,23.5,0.0314,0,6,-2.7000165393270072,-0.16298618574827795,"Low Activity, Low Credit Score"
10429,716,1247616.0,44,1,0,1,1778.468099,1,15437.0,7,272.0,60,16.0,0.0385,0,4,2.454945177282914,-1.213822074004502,"High Activity, Very High Mortgage"
10100,461,930612.0,1,0,0,0,0.0,1,12941.0,2,36.0,48,23.5,0.0314,0,6,-2.697445104018094,-0.16117189356705525,"Low Activity, Low Credit Score"
10667,569,610359.0,97,0,1,1,508.0,1,4356.0,6,79.0,60,16.0,0.0279,0,2,0.6694863436044206,-0.9234074487786108,"High Activity, High Mortgage"
10652,702,811080.0,2,0,0,0,0.0,1,67.0,1,61.0,12,4.0,0.0279,0,3,-2.13289926817442,1.8386413001539528,"Moderate Activity, Moderate Mortgage"
10497,761,576027.0,5,0,0,1,0.0,1,55586.0,2,56.0,60,25.0,0.0259,0,0,-1.7788868401047206,-1.7602757751509823,"Low Activity, High Credit Score"
10195,445,1509665.0,4,0,0,0,0.0,1,96871.0,2,36.0,60,25.0,0.0259,0,6,-2.583622323798425,-1.5800659430020207,"Low Activity, Low Credit Score"
10275,762,118518.0,2,0,0,0,0.0,1,355.0,1,38.0,48,10.0,0.0385,0,0,-1.8158898550028475,1.722914291782187,"Low Activity, High Credit Score"
10018,815,360226.24,49,1,0,0,0.0,1,7613.42,4,407.0,60,5.0,0.0385,1,5,1.5521399410473786,2.1266230424448924,"High Activity, Low Mortgage"
10161,810,51620.0,46,1,1,0,0.0,1,207674.0,6,417.0,60,17.0,0.0279,0,5,1.9766998032696181,1.0948249596850692,"High Activity, Low Mortgage"
10740,810,51621.0,46,1,1,0,0.0,1,207674.0,6,417.0,60,17.0,0.0279,0,5,1.9766999256578037,1.094824215571699,"High Activity, Low Mortgage"
10361,702,811088.0,2,0,0,0,0.0,1,69.0,1,61.0,12,4.0,0.0279,0,3,-2.132894920619821,1.8386313847381117,"Moderate Activity, Moderate Mortgage"
10065,764,648431.64,6,1,0,1,0.0,1,409067.67,5,122.0,60,15.0,0.0279,1,1,0.970725386530225,-1.6819433540114723,"Moderate Activity, High Mortgage"
10468,802,243960.0,2,0,0,0,0.0,1,293.0,2,49.0,60,24.0,0.0385,0,0,-1.91282032334541,0.5302450458817968,"Low Activity, High Credit Score"
10207,806,210714.0,3,0,0,1,0.0,1,20034.0,2,61.0,60,25.0,0.0269,0,0,-1.7878595888173037,-1.3360741535405112,"Low Activity, High Credit Score"
10302,461,930627.0,1,0,0,0,0.0,1,12946.0,2,36.0,48,23.5,0.0314,0,6,-2.697434847072519,-0.1611929615398054,"Low Activity, Low Credit Score"
10291,556,310867.0,1,0,0,0,0.0,1,317.0,2,36.0,60,25.0,0.0269,0,6,-2.708480491074399,-0.4240398487644622,"Low Activity, Low Credit Score"
10618,681,274382.0,25,1,1,0,0.0,1,32620.0,4,176.0,24,10.0,0.0385,0,3,0.4793085638209115,3.1240005713044776,"Moderate Activity, Moderate Mortgage"
10716,816,360346.0,49,1,0,0,0.0,1,7649.0,4,408.0,60,5.0,0.0385,0,5,1.5564752580689722,2.1282674520775497,"High Activity, Low Mortgage"
10599,806,210722.0,3,0,0,1,0.0,1,20037.0,2,61.0,60,25.0,0.0269,0,0,-1.787853557038144,-1.3360860502107912,"Low Activity, High Credit Score"
10384,770,1202113.0,135,1,1,1,0.0,1,10168.0,5,101.0,60,5.0,0.0345,0,2,2.5897119461800355,0.1399283742848358,"High Activity, High Mortgage"
10122,806,210728.0,3,0,0,1,0.0,1,20038.0,2,61.0,60,25.0,0.0269,0,0,-1.7878511384844746,-1.3360924961454521,"Low Activity, High Credit Score"
10347,765,648560.0,6,1,0,1,0.0,1,409106.0,5,123.0,60,15.0,0.0279,0,1,0.975066387707749,-1.6803107922035072,"Moderate Activity, High Mortgage"
10742,743,202890.0,88,1,0,1,0.0,1,117898.0,7,298.0,60,7.0,0.0279,0,5,2.377270287669612,-0.2126560949888748,"High Activity, Low Mortgage"
10408,761,576053.0,5,0,0,1,0.0,1,55594.0,2,56.0,60,25.0,0.0259,0,0,-1.7788701842154324,-1.7603109721341228,"Low Activity, High Credit Score"
10094,568,610258.05,97,0,1,1,508.0,1,4325.65,6,78.0,60,16.0,0.0279,1,2,0.6651621371990339,-0.9250762171444797,"High Activity, High Mortgage"
10332,716,1247650.0,44,1,0,1,1778.468099,1,15447.0,7,273.0,60,16.0,0.0385,0,4,2.4575355646466015,-1.212048680627712,"High Activity, Very High Mortgage"
10385,569,610391.0,97,0,1,1,508.0,1,4366.0,6,79.0,60,16.0,0.0279,0,2,0.6695071022719378,-0.9234510729508514,"High Activity, High Mortgage"
10418,681,274398.0,25,1,1,0,0.0,1,32625.0,4,176.0,24,10.0,0.0385,0,3,0.47931894315467016,3.1239787592183563,"Moderate Activity, Moderate Mortgage"
10569,770,1202122.0,135,1,1,1,0.0,1,10170.0,5,101.0,60,5.0,0.0345,0,2,2.58971641612282,0.13991771475562473,"High Activity, High Mortgage"
10718,681,274398.0,25,1,1,0,0.0,1,32625.0,4,176.0,24,10.0,0.0385,0,3,0.47931894315467016,3.1239787592183563,"Moderate Activity, Moderate Mortgage"
10357,743,202896.0,88,1,0,1,0.0,1,117900.0,7,298.0,60,7.0,0.0279,0,5,2.377274390447842,-0.2126645221779747,"High Activity, Low Mortgage"
10201,461,930649.0,1,0,0,0,0.0,1,12952.0,2,36.0,48,23.5,0.0314,0,6,-2.6974220491850915,-0.16122121956058694,"Low Activity, Low Credit Score"
10241,716,1247656.0,44,1,0,1,1778.468099,1,15448.0,7,273.0,60,16.0,0.0385,0,4,2.4575379832002695,-1.2120551265623727,"High Activity, Very High Mortgage"
10187,770,1202130.0,135,1,1,1,0.0,1,10173.0,5,101.0,60,5.0,0.0345,0,2,2.589722447901979,0.1399058180853451,"High Activity, High Mortgage"
10296,445,1509703.0,4,0,0,0,0.0,1,96882.0,2,36.0,60,25.0,0.0259,0,6,-2.583599146577238,-1.580116013108923,"Low Activity, Low Credit Score"
10247,765,648574.0,6,1,0,1,0.0,1,409110.0,5,123.0,60,15.0,0.0279,0,1,0.9750748380405777,-1.6803291348084481,"Moderate Activity, High Mortgage"
10527,681,274408.0,25,1,1,0,0.0,1,32628.0,4,176.0,24,10.0,0.0385,0,3,0.4793252197101996,3.1239653743213363,"Moderate Activity, Moderate Mortgage"
10598,761,576070.0,5,0,0,1,0.0,1,55599.0,2,56.0,60,25.0,0.0259,0,0,-1.7788596824934888,-1.7603335283336132,"Low Activity, High Credit Score"
10724,681,274410.0,25,1,1,0,0.0,1,32628.0,4,176.0,24,10.0,0.0385,0,3,0.4793254644865692,3.1239638860945957,"Moderate Activity, Moderate Mortgage"
10303,761,576072.0,5,0,0,1,0.0,1,55599.0,2,56.0,60,25.0,0.0259,0,0,-1.7788594377171194,-1.7603350165603546,"Low Activity, High Credit Score"
10744,765,648580.0,6,1,0,1,0.0,1,409112.0,5,123.0,60,15.0,0.0279,0,1,0.9750789408188073,-1.6803375619975471,"Moderate Activity, High Mortgage"
10285,569,610407.0,97,0,1,1,508.0,1,4370.0,6,79.0,60,16.0,0.0279,0,2,0.6695157973811362,-0.9234709037825333,"High Activity, High Mortgage"
10356,765,648581.0,6,1,0,1,0.0,1,409112.0,5,123.0,60,15.0,0.0279,0,1,0.9750790632069923,-1.6803383061109183,"Moderate Activity, High Mortgage"
10413,807,210751.0,3,0,0,1,0.0,1,20045.0,2,61.0,60,25.0,0.0269,0,0,-1.7861451828013766,-1.336137967626987,"Low Activity, High Credit Score"
10720,717,1247668.0,44,1,0,1,1778.468099,1,15452.0,7,273.0,60,16.0,0.0385,0,4,2.459237539939653,-1.2120864690335165,"High Activity, Very High Mortgage"
10494,446,1509712.0,4,0,0,0,0.0,1,96885.0,2,36.0,60,25.0,0.0259,0,6,-2.5819016412269695,-1.580143141985517,"Low Activity, Low Credit Score"
10390,356,301372.0,1,0,0,0,0.0,1,51847.0,3,61.0,24,12.0,0.0304,0,6,-2.4099478271818677,1.438031323576659,"Low Activity, Low Credit Score"
10625,817,360379.0,49,1,0,0,0.0,1,7659.0,4,408.0,60,5.0,0.0385,0,5,1.558187490307598,2.128208595698994,"High Activity, Low Mortgage"
10606,762,576078.0,5,0,0,1,0.0,1,55601.0,2,56.0,60,25.0,0.0259,0,0,-1.7771639837559647,-1.7603579318423985,"Low Activity, High Credit Score"
10341,766,648587.0,6,1,0,1,0.0,1,409114.0,5,123.0,60,15.0,0.0279,0,1,0.9767745171681457,-1.6803612213929624,"Moderate Activity, High Mortgage"
10367,767,402096.0,1,0,0,0,0.0,1,242.0,1,41.0,60,16.0,0.0385,0,0,-1.8978200691569387,0.8628456201754021,"Low Activity, High Credit Score"
10662,803,244005.0,2,0,0,0,0.0,1,307.0,2,49.0,60,24.0,0.0385,0,0,-1.9110998855503254,0.5301693351250416,"Low Activity, High Credit Score"
10404,762,576083.0,5,0,0,1,0.0,1,55603.0,2,56.0,60,25.0,0.0259,0,0,-1.77716000336592,-1.760365614918128,"Low Activity, High Credit Score"
10595,807,210761.0,3,0,0,1,0.0,1,20048.0,2,61.0,60,25.0,0.0269,0,0,-1.7861389062458475,-1.3361513525240076,"Low Activity, High Credit Score"
10064,809,51512.9,46,1,1,0,0.0,1,207641.47,6,416.0,60,17.0,0.0279,1,5,1.9723711725673545,1.0931650867511045,"High Activity, Low Mortgage"
10001,809,51512.9,46,1,1,0,0.0,1,207641.47,6,416.0,60,17.0,0.0279,1,5,1.9723711725673545,1.0931650867511045,"High Activity, Low Mortgage"
10197,462,930676.0,1,0,0,0,0.0,1,12960.0,2,36.0,48,23.5,0.0314,0,6,-2.6957139197246955,-0.1612716487500421,"Low Activity, Low Credit Score"
10685,356,301385.0,1,0,0,0,0.0,1,51851.0,3,61.0,24,12.0,0.0304,0,6,-2.409939499237224,1.438013725085089,"Low Activity, Low Credit Score"
10461,703,811142.0,2,0,0,0,0.0,1,85.0,1,61.0,12,4.0,0.0279,0,3,-2.1311700128819515,1.8385450144521451,"Moderate Activity, Moderate Mortgage"
10203,446,1509735.0,4,0,0,0,0.0,1,96892.0,2,36.0,60,25.0,0.0259,0,6,-2.5818870367267963,-1.580174125374108,"Low Activity, Low Credit Score"
10219,807,210777.0,3,0,0,1,0.0,1,20053.0,2,61.0,60,25.0,0.0269,0,0,-1.7861285269120892,-1.3361731646101287,"Low Activity, High Credit Score"
10167,703,811155.0,2,0,0,0,0.0,1,89.0,1,61.0,12,4.0,0.0279,0,3,-2.131161684937308,1.8385274159605745,"Moderate Activity, Moderate Mortgage"
10684,446,1509739.0,4,0,0,0,0.0,1,96893.0,2,36.0,60,25.0,0.0259,0,6,-2.581884862949497,-1.5801790830820273,"Low Activity, Low Credit Score"
10588,356,301400.0,1,0,0,0,0.0,1,51855.0,3,61.0,24,12.0,0.0304,0,6,-2.4099309265162105,1.4379946383667768,"Low Activity, Low Credit Score"
10699,762,576104.0,5,0,0,1,0.0,1,55609.0,2,56.0,60,25.0,0.0259,0,0,-1.777147327866677,-1.7603931288255394,"Low Activity, High Credit Score"
10713,817,360410.0,49,1,0,0,0.0,1,7669.0,4,408.0,60,5.0,0.0385,0,5,1.558208126586931,2.1281657156401237,"High Activity, Low Mortgage"
10110,807,210786.0,3,0,0,1,0.0,1,20056.0,2,61.0,60,25.0,0.0269,0,0,-1.7861223727447448,-1.3361858053937778,"Low Activity, High Credit Score"
10622,817,360413.0,49,1,0,0,0.0,1,7669.0,4,408.0,60,5.0,0.0385,0,5,1.5582084937514853,2.128163483300013,"High Activity, Low Mortgage"
10620,717,1247705.0,44,1,0,1,1778.468099,1,15463.0,7,273.0,60,16.0,0.0385,0,4,2.4592605947726547,-1.2121357950270482,"High Activity, Very High Mortgage"
10072,769,1201987.73,135,1,1,1,0.0,1,10130.21,5,100.0,60,5.0,0.0345,1,2,2.5853722326632664,0.13829244328915963,"High Activity, High Mortgage"
10525,817,360416.0,49,1,0,0,0.0,1,7670.0,4,408.0,60,5.0,0.0385,0,5,1.5582105451406005,2.1281592697054625,"High Activity, Low Mortgage"
10171,796,290948.0,2,0,0,0,0.0,1,202.0,2,80.0,24,4.0,0.0279,0,3,-1.6761043996968017,1.8591914718650475,"Moderate Activity, Moderate Mortgage"
10364,703,811167.0,2,0,0,0,0.0,1,93.0,1,61.0,12,4.0,0.0279,0,3,-2.131153479380848,1.8385105615823745,"Moderate Activity, Moderate Mortgage"
10643,811,51705.0,46,1,1,0,0.0,1,207699.0,6,417.0,60,17.0,0.0279,0,5,1.9784436630622608,1.094697690594671,"High Activity, Low Mortgage"
10273,767,402133.0,1,0,0,0,0.0,1,253.0,1,41.0,60,16.0,0.0385,0,0,-1.8977970143239378,0.8627962941818706,"Low Activity, High Credit Score"
10763,771,1202183.0,135,1,1,1,0.0,1,10189.0,5,101.0,60,5.0,0.0345,0,2,2.5914472332516643,0.13982019191274872,"High Activity, High Mortgage"
10438,766,648627.0,6,1,0,1,0.0,1,409126.0,5,123.0,60,15.0,0.0279,0,1,0.9767996233902624,-1.6804147609810443,"Moderate Activity, High Mortgage"
10330,682,274462.0,25,1,1,0,0.0,1,32644.0,4,176.0,24,10.0,0.0385,0,3,0.48105012744806913,3.12387900403537,"Moderate Activity, Moderate Mortgage"
10565,803,244046.0,2,0,0,0,0.0,1,319.0,2,49.0,60,24.0,0.0385,0,0,-1.9110746569400239,0.5301150514235898,"Low Activity, High Credit Score"
10445,744,202960.0,88,1,0,1,0.0,1,117919.0,7,298.0,60,7.0,0.0279,0,5,2.379005574741241,-0.21276427736096154,"High Activity, Low Mortgage"
10513,817,360428.0,49,1,0,0,0.0,1,7674.0,4,408.0,60,5.0,0.0385,0,5,1.558218750697059,2.1281424153272632,"High Activity, Low Mortgage"
10582,557,310953.0,1,0,0,0,0.0,1,343.0,2,36.0,60,25.0,0.0269,0,6,-2.706734824669014,-0.42416984322266965,"Low Activity, Low Credit Score"
10280,827,901025.0,111,1,0,1,2148.674206,1,212356.0,8,61.0,48,10.5,0.0309,0,4,3.319997029308275,-1.9029046552677433,"High Activity, Very High Mortgage"
10707,817,360430.0,49,1,0,0,0.0,1,7675.0,4,408.0,60,5.0,0.0385,0,5,1.5582206796979896,2.1281389458460835,"High Activity, Low Mortgage"
10145,744,202966.0,88,1,0,1,0.0,1,117921.0,7,298.0,60,7.0,0.0279,0,5,2.3790096775194693,-0.21277270455006173,"High Activity, Low Mortgage"
10473,570,610464.0,97,0,1,1,508.0,1,4387.0,6,79.0,60,16.0,0.0279,0,2,0.6712427565081205,-0.9235614876630498,"High Activity, High Mortgage"
